,gene_symbol,Plasmid,2dDox,7dDox,InSitu
10247,MALL,4.993707674197804e-05,7.283584492526727e-05,3.397713701821113e-05,4.120496130363823e-05
10248,MALRD1,7.789167440924312e-05,7.708614791884273e-05,9.612712304600279e-05,9.325333347665494e-05
10249,MALSU1,5.489266451026594e-05,6.394998551108875e-05,2.5181286230341907e-05,3.696188748518578e-05
10250,MALT1,4.8285214152548745e-05,4.2727561168139144e-05,9.375949570918573e-05,9.825073152949893e-05
10251,MAMDC2,3.811990590990691e-05,2.7114935500468013e-05,7.783242433203591e-05,6.072310086851949e-05
10252,MAMDC4,4.053416661753434e-05,5.4401655004521436e-05,3.3955997656437256e-05,3.271881366673333e-05
10253,MAML1,3.81199059099069e-05,2.918576488939813e-05,2.4154843744184298e-05,2.470411867632315e-05
10254,MAML2,5.095360756624223e-05,6.116264418537183e-05,3.802642847696874e-05,3.611327272149529e-05
10255,MAML3,5.374906733296874e-05,3.3339775626726685e-05,7.455372015437361e-05,8.269279419517328e-05
10256,MAMLD1,5.285960286173758e-05,7.31332701364261e-05,7.787774242155467e-05,7.505526132195888e-05
10257,MAMSTR,5.006414309501107e-05,3.596007536529325e-05,4.2579142145944314e-05,4.158212342083401e-05
10258,MAN1A1,4.434615720852503e-05,2.5985773041892207e-05,5.314549875533464e-05,5.940303345833429e-05
10259,MAN1A2,5.3113735567803625e-05,5.6056877041118014e-05,6.640908843179724e-05,7.816684878882401e-05
10260,MAN1B1,4.828521415254875e-05,4.875472155368719e-05,3.0587604187301756e-05,3.941344124695831e-05
10261,MAN1C1,5.590919533453012e-05,3.822619050126383e-05,6.17480189452417e-05,6.0345938751323725e-05
10262,MAN2A1,4.574388709188828e-05,4.577321435321639e-05,6.529059611197863e-05,5.2991277466006146e-05
10263,MAN2A2,4.6760417916152476e-05,4.272972697654276e-05,5.7072093526921354e-05,6.440043151117828e-05
10264,MAN2B1,5.8323456042157566e-05,5.90592106694353e-05,5.90843653347758e-05,6.741772844874446e-05
10265,MAN2B2,4.853934685861479e-05,4.775725864930362e-05,5.240487363542776e-05,4.290219083101921e-05
10266,MAN2C1,5.79422569830585e-05,5.817633807269926e-05,4.592401782129638e-05,4.261931924312238e-05
10267,MANBA,4.218602920696364e-05,5.220187530618088e-05,6.321322173242437e-05,5.091688582142939e-05
10268,MANBAL,4.8920545917713866e-05,3.52331179139997e-05,3.3427624707236004e-05,3.337884737182594e-05
10269,MANEA,3.4689114378015285e-05,3.0026873662231505e-05,5.223973534926537e-05,4.921965629404841e-05
10270,MANEAL,5.616332804059617e-05,5.758343837365479e-05,5.4468663356925414e-05,6.157171563220998e-05
10271,MANF,4.5235621679756194e-05,5.126278458076312e-05,5.514548855068484e-05,6.628624209715715e-05
10272,MANSC1,5.387613368600175e-05,8.330702178898717e-05,4.55386476128351e-05,3.913056965906148e-05
10273,MANSC4,3.113125649309064e-05,2.229313995002011e-05,2.0423557583938962e-05,2.225256491455062e-05
10274,MAOA,3.723044143867574e-05,3.52265970973294e-05,3.2273750720141536e-05,2.9701516729167144e-05
10275,MAOB,7.153835675759195e-05,6.606700683939697e-05,8.87290138815915e-05,9.16503944785729e-05
10276,MAP10,5.3367868273869665e-05,5.3251335899040444e-05,4.868176597915018e-05,4.7993879413162144e-05
10277,MAP1A,5.654452709969524e-05,4.844774779291605e-05,5.543545755115602e-05,6.270320198379731e-05
10278,MAP1B,3.989883485236923e-05,3.8057016194955585e-05,4.053016986590387e-05,4.705097412017271e-05
10279,MAP1LC3A,4.0915365676633414e-05,4.142649055548954e-05,2.3689573053968075e-05,2.989009778776503e-05
10280,MAP1LC3B,4.294842732516178e-05,2.083401118570639e-05,2.906443019804167e-05,3.5924691662897404e-05
10281,MAP1LC3B2,4.587095344492131e-05,3.22323076115368e-05,2.351983332135747e-05,2.4138375500529486e-05
10282,MAP1LC3C,5.463853180419991e-05,5.742553927084284e-05,6.572559775724523e-05,5.3274149053902974e-05
10283,MAP1S,5.79422569830585e-05,4.3862612715017396e-05,9.171611251968952e-05,6.506046521627089e-05
10284,MAP2,5.933998686642175e-05,4.772927735584588e-05,7.195011303804934e-05,6.883208638822862e-05
10285,MAP2K1,7.06488922863608e-05,4.771175265196994e-05,5.666071118871742e-05,4.714526464947166e-05
10286,MAP2K2,3.08771237870246e-05,4.000813226351246e-05,3.08464362197054e-05,5.1011176350728335e-05
10287,MAP2K3,6.048358404371896e-05,6.412699740819209e-05,8.052787775646904e-05,9.061319865628452e-05
10288,MAP2K4,4.561682073885526e-05,3.3574390300406565e-05,5.822968341759577e-05,5.723435128445859e-05
10289,MAP2K5,4.6887484269185496e-05,2.8443023875969963e-05,4.605023295514521e-05,4.978539946984207e-05
10290,MAP2K6,3.9771768499336205e-05,3.128589131522445e-05,3.755338323368013e-05,4.8182460471760034e-05
10291,MAP2K7,5.692572615879431e-05,4.2579465233567863e-05,5.2432078290570474e-05,5.7045770225860705e-05
10292,MAP3K1,5.082654121320921e-05,5.797452711433718e-05,6.238605941151616e-05,5.864870922394274e-05
10293,MAP3K10,3.291018543555296e-05,5.1307868911194456e-05,3.2139236056584285e-05,4.309077188961709e-05
10294,MAP3K11,7.763754170317707e-05,7.223086352177931e-05,3.5361270977665866e-05,4.0544927598545626e-05
10295,MAP3K12,5.197013839050642e-05,5.650476179787462e-05,6.231937623842862e-05,5.4594216464088176e-05
10296,MAP3K13,4.726868332828456e-05,3.3347865802503115e-05,4.743143238443494e-05,5.251982481951143e-05
10297,MAP3K14,5.2478403802638504e-05,3.621065205216459e-05,4.4064691088088696e-05,3.281310419603227e-05
10298,MAP3K15,4.1042432029666434e-05,7.489222511854924e-05,4.702673444200896e-05,5.0351142645635734e-05
10299,MAP3K19,5.069947486017619e-05,6.879771977027637e-05,4.683826927374885e-05,4.9502527881945236e-05
10300,MAP3K2,5.146187297837432e-05,6.62639479860683e-05,6.648569728539903e-05,6.147742510291104e-05
10301,MAP3K20,1.7408090365524152e-05,1.603670805926807e-05,3.6420478218462605e-05,4.5919487768585395e-05
10302,MAP3K21,1.2706635303302302e-05,1.2526196911521446e-05,2.3713660757144778e-05,2.1969693326653792e-05
10303,MAP3K3,5.857758874822361e-05,5.80200078350667e-05,5.3287747790258934e-05,5.025685211633679e-05
10304,MAP3K4,3.913643673417109e-05,3.819104509253319e-05,6.376452222722385e-05,5.7894384989551196e-05
10305,MAP3K5,4.4092024502458985e-05,2.852129189706444e-05,0.0001013076920086585,6.0157357692725835e-05
10306,MAP3K6,4.345669273729387e-05,4.829560054874369e-05,4.3717521424074594e-05,4.6862393061574824e-05
10307,MAP3K7,4.904761227074689e-05,8.004809484637673e-05,5.824520207575031e-05,3.696188748518578e-05
10308,MAP3K7CL,5.260547015567152e-05,7.348679879337714e-05,6.368938992664611e-05,7.156651173789797e-05
10309,MAP3K8,4.63792188570534e-05,4.489619818225122e-05,5.576131317550641e-05,4.356222453611181e-05
10310,MAP3K9,4.294842732516178e-05,3.744046266167856e-05,3.980607649796497e-05,5.6197155462170214e-05
10311,MAP4,4.1169498382699454e-05,3.088421842082887e-05,2.921567024059403e-05,3.620756325079423e-05
10312,MAP4K1,7.814580711530916e-05,9.907132850289454e-05,5.489469784648671e-05,5.346273011250086e-05
10313,MAP4K2,4.2058962853930615e-05,3.217265409137214e-05,2.8913112728484603e-05,3.375600948902171e-05
10314,MAP4K3,4.345669273729387e-05,2.9932786324135786e-05,5.8065680618729115e-05,4.9691108940543126e-05
10315,MAP4K4,5.2351337449605484e-05,6.784397057316382e-05,6.42822826816299e-05,5.9120161870437454e-05
10316,MAP4K5,4.383789179639294e-05,4.792643476963089e-05,3.625409304183614e-05,3.422746213551642e-05
10317,MAP6,6.162718122101616e-05,6.903953905870608e-05,3.4377823960958016e-05,4.299648136031815e-05
10318,MAP6D1,4.091536567663341e-05,2.8646693978007245e-05,2.7391468961228177e-05,2.6024186086508355e-05
10319,MAP7,5.692572615879431e-05,4.423949300240851e-05,7.096491135848975e-05,7.062360644490854e-05
10320,MAP7D1,4.917467862377991e-05,7.64569608204639e-05,3.927450473977013e-05,2.649563873300307e-05
10321,MAP7D2,4.47273562676241e-05,4.8862736358336896e-05,5.051861702297975e-05,6.015735769272583e-05
10322,MAP7D3,4.3202560031227824e-05,5.946329253473718e-05,7.082599411460913e-05,5.072830476283151e-05
10323,MAP9,4.676041791615247e-05,4.8115923551582225e-05,7.227415050119169e-05,6.920924850542439e-05
10324,MAPK1,6.721810075446919e-05,5.702299902608063e-05,4.673062596243919e-05,6.0534519809921615e-05
10325,MAPK10,6.632863628323802e-05,6.292810809426904e-05,0.00010645454825674187,0.00010522823069762075
10326,MAPK11,3.3418450847685056e-05,2.364461986992749e-05,2.934990064630031e-05,2.7249962967394616e-05
10327,MAPK12,5.883172145428966e-05,7.844388449477393e-05,6.158901735004937e-05,5.5725702815675496e-05
10328,MAPK13,6.340611016347849e-05,4.4815622319995805e-05,3.922999036925026e-05,3.922486018836042e-05
10329,MAPK14,3.723044143867575e-05,3.234619010662353e-05,2.662115528709183e-05,2.4609828147024204e-05
10330,MAPK15,6.340611016347849e-05,8.221081271435975e-05,2.7358095145142007e-05,3.630185378009318e-05
10331,MAPK1IP1L,4.930174497681293e-05,3.686948921006415e-05,6.0737295538090465e-05,4.9785399469842064e-05
10332,MAPK3,3.634097696744458e-05,4.4561348851185836e-05,5.019618666231838e-05,2.592989555720941e-05
10333,MAPK4,4.942881132984596e-05,3.968649107637928e-05,8.172115441629754e-05,7.005786326911488e-05
10334,MAPK6,5.209720474353944e-05,6.053708136675119e-05,5.099588825996439e-05,6.185458722010682e-05
10335,MAPK7,4.129656473573248e-05,6.845139987900321e-05,3.601622674069989e-05,3.3473137901124875e-05
10336,MAPK8,8.017886876383753e-05,7.27410960047668e-05,0.00012550268002532443,0.00010353100117023975
10337,MAPK8IP1,4.866641321164782e-05,6.0771221297692524e-05,1.4881965723431665e-05,1.9329558506283377e-05
10338,MAPK8IP2,3.9517635793270165e-05,3.275810827923913e-05,4.267758286925498e-05,3.80933738367731e-05
10339,MAPK8IP3,7.39526174652194e-05,7.111927618508486e-05,6.830069593780988e-05,6.572049892136348e-05
10340,MAPK9,6.226251298618128e-05,5.840645249197547e-05,7.442752063277986e-05,4.8371041530357923e-05
10341,MAPKAP1,4.1042432029666434e-05,5.2021893559847834e-05,3.8277858919151684e-05,3.4510333723413257e-05
10342,MAPKAPK2,6.467677369380872e-05,5.8964469474130876e-05,8.647390318665982e-05,9.542201565053063e-05
10343,MAPKAPK3,4.14236310887655e-05,3.6163054294628566e-05,4.041809981979511e-05,4.5070873004894904e-05
10344,MAPKAPK5,3.646804332047761e-05,3.798451014511395e-05,6.128251613862137e-05,6.242033039590047e-05
10345,MAPKBP1,4.726868332828456e-05,3.282081348499232e-05,6.918297654706204e-05,6.675769474365187e-05
10346,MAPRE1,6.226251298618128e-05,8.321287490859787e-05,4.451732224435142e-05,3.271881366673333e-05
10347,MAPRE2,6.251664569224732e-05,5.9824391973274356e-05,7.820608100796113e-05,5.3274149053902974e-05
10348,MAPRE3,5.2224271096572464e-05,5.392596951370787e-05,5.3030706460038986e-05,5.195408164371776e-05
10349,MAPT,8.602392100335659e-05,0.00010692112658293961,5.733539637915176e-05,6.675769474365187e-05
10350,MARC1,5.717985886486036e-05,5.792561690849722e-05,6.192109335466313e-05,5.044543317493467e-05
10351,MARC2,6.264371204528035e-05,9.098629796184302e-05,6.673938855010457e-05,5.85544186946438e-05
10352,MARCH1,5.806932333609152e-05,4.57966726407407e-05,6.847354680449451e-05,5.85544186946438e-05
10353,MARCH10,3.6976308732609695e-05,5.183320026947146e-05,3.665378613862144e-05,3.5924691662897404e-05
10354,MARCH11,6.175424757404918e-05,5.517043766136465e-05,3.5321756800649285e-05,4.5919487768585395e-05
10355,MARCH2,4.02800339114683e-05,2.3654030346621104e-05,3.516734306400095e-05,5.1105466880027273e-05
10356,MARCH3,7.941647064563939e-05,7.687109509956616e-05,0.00011943684389647742,9.57991777677264e-05
10357,MARCH4,3.075005743399157e-05,3.0356690571792467e-05,3.091722031104186e-05,3.7904792778175215e-05
10358,MARCH5,6.467677369380872e-05,4.6929867172382497e-05,3.202132863353532e-05,2.4986990264219977e-05
10359,MARCH6,6.251664569224732e-05,5.571768752636165e-05,2.717031909774642e-05,4.714526464947166e-05
10360,MARCH7,5.0953607566242235e-05,4.993913243214175e-05,5.965033516941662e-05,5.4311344876191355e-05
10361,MARCH8,5.540092992239804e-05,5.224301232167708e-05,7.218527453601434e-05,4.827675100105897e-05
10362,MARCH9,3.595977790834552e-05,4.03522532867862e-05,2.9121396159804276e-05,2.6589929262302014e-05
10363,MARCKS,4.19318965008976e-05,3.451518219769305e-05,3.8752794147087606e-05,4.469371088769913e-05
10364,MARCKSL1,4.6125086150987355e-05,2.9256249818319506e-05,3.640985824638083e-05,3.87534075418657e-05
10365,MARCO,3.824697226293993e-05,3.071779496432719e-05,4.7292030145612054e-05,4.4693710887699124e-05
10366,MARCOL,7.801874076227614e-05,9.68823818146104e-05,8.096561237613677e-05,8.439002372255426e-05
10367,MARF1,1.550209507002881e-05,1.8370426303623633e-05,8.680237051546983e-06,3.583040113359846e-06
10368,MARK1,5.13348066253413e-05,3.733082332134219e-05,7.280927279162067e-05,4.422225824120441e-05
10369,MARK2,4.5870953444921315e-05,2.8502758427529464e-05,3.241376807678305e-05,1.9140977447685494e-05
10370,MARK3,4.396495814942596e-05,4.918017162006689e-05,3.3793615638244885e-05,2.1215369092262246e-05
10371,MARK4,6.0483584043718956e-05,7.867022718756245e-05,6.817213918381687e-05,6.185458722010682e-05
10372,MARS,4.434615720852503e-05,3.7774804201632765e-05,5.879084302707326e-06,3.017296937566186e-06
10373,MARS2,5.171600568444037e-05,7.95096205279309e-05,5.606095294357236e-06,4.997398052843995e-06
10374,MARVELD1,5.4130266392067813e-05,4.3361269785958974e-05,6.0384000688923226e-05,6.0628810339220546e-05
10375,MARVELD2,4.371082544335992e-05,3.8536117897368834e-05,4.400918735991634e-05,4.714526464947166e-05
10376,MARVELD3,4.421909085549201e-05,3.9963223337599855e-05,5.1801154018495915e-05,4.610806882718328e-05
10377,MAS1,3.024179202185948e-05,4.416513903902603e-05,2.9727001052417144e-05,3.8187664366072036e-05
10378,MAS1L,3.9009370381138064e-05,4.720283905133817e-05,6.324519739537305e-05,6.0817391397818436e-05
10379,MASP1,4.371082544335992e-05,4.3977442200644756e-05,5.562847155845821e-05,4.78995888838632e-05
10380,MASP2,3.850110496900597e-05,3.05645483672094e-05,2.63679040175696e-05,2.2346855443849565e-05
10381,MAST1,5.336786827386967e-05,7.630302477951029e-05,6.559879112605015e-05,5.327414905390297e-05
10382,MAST2,7.28090202879222e-05,9.015339136367136e-05,7.572195728807334e-05,6.411755992328146e-05
10383,MAST3,4.358375909032689e-05,4.336662704300476e-05,3.4608383273970326e-05,3.3473137901124875e-05
10384,MAST4,4.955587768287898e-05,4.010536231032962e-05,3.996383522200263e-05,2.8192868260384052e-05
10385,MASTL,4.7522816034350603e-05,2.5676557207198445e-05,1.85315743453763e-05,2.724996296739462e-05
10386,MAT1A,7.649394452587986e-05,7.990827405793133e-05,0.0001007242899611464,7.760110561303036e-05
10387,MAT2A,4.663335156311945e-05,4.049610817286447e-05,6.462673727151486e-06,6.411755992328145e-06
10388,MAT2B,4.879347956468083e-05,5.031050449313528e-05,4.910989333594323e-05,4.6673812002976934e-05
10389,MATK,3.113125649309064e-05,2.6560368562352366e-05,2.9715907011480715e-05,3.7527630660979435e-05
10390,MATN1,4.5362688032789214e-05,5.162278978505205e-05,3.8256773084513135e-05,4.073350865714351e-05
10391,MATN2,4.8031081446482704e-05,7.007431249898878e-05,7.8849244030428e-05,7.16608022671969e-05
10392,MATN3,6.289784475134639e-05,8.778890463544375e-05,5.053274552395845e-05,4.818246047176003e-05
10393,MATN4,3.81199059099069e-05,3.32720743693672e-05,2.653808442300691e-05,2.6212767145106245e-05
10394,MATR3,7.369848475915335e-05,9.669454124628155e-05,3.5206415897295574e-05,2.4515537617725262e-05
10395,MAU2,3.646804332047761e-05,2.857216029951228e-05,9.042125700722743e-06,1.1314863515873197e-05
10396,MAVS,6.391437557561058e-05,8.227025730837106e-05,8.216028064206563e-05,0.00010569968334411546
10397,MAX,3.939056944023714e-05,3.2607494323450305e-05,2.5639812615574385e-05,4.007347495205091e-05
10398,MAZ,4.9682944035912e-05,5.687249016738024e-05,4.0850389212407716e-05,3.4793205311310085e-05
10399,MB,5.3240801920836645e-05,4.724259728315747e-05,6.520527881766425e-05,6.119455351501422e-05
10400,MB21D1,6.416850828167662e-05,5.239378037851539e-05,6.763812951753003e-05,6.581478945066244e-05
10401,MB21D2,4.574388709188829e-05,4.501384723521425e-05,3.973150510158859e-05,3.8564826483267816e-05
10402,MBD1,4.231309555999667e-05,3.8139879860190255e-05,4.035492316849683e-05,4.497658247559596e-05
10403,MBD2,4.4981488973690146e-05,4.4440947436847355e-05,5.584922137435766e-05,4.921965629404841e-05
10404,MBD3,6.251664569224733e-05,5.0866354085707936e-05,2.443341910507029e-05,2.5081280793518922e-05
10405,MBD3L1,5.0953607566242235e-05,5.5872942574563603e-05,5.919002070674476e-05,6.57204989213635e-05
10406,MBD3L2,4.02800339114683e-05,3.2229758104863613e-05,2.6801088026363616e-05,1.961243009418021e-05
10407,MBD3L2B,5.3240801920836645e-05,3.713634434756126e-05,3.990637797524017e-05,5.053972370423362e-05
10408,MBD3L3,4.574388709188829e-05,3.793181560912603e-05,4.5997049764929116e-05,2.715567243809567e-05
10409,MBD3L4,5.9467053219454775e-05,4.301109547254316e-05,3.836687812964653e-05,3.3756009489021704e-05
10410,MBD3L5,8.132246594113474e-06,4.735017680828865e-06,1.0536536110603755e-05,8.391857107605955e-06
10411,MBD4,5.29866692147706e-05,4.680440283603571e-05,5.9272892149186935e-05,5.836583763604591e-05
10412,MBD5,3.900937038113807e-05,7.993714394553009e-05,4.952521571804244e-05,4.639094041508011e-05
10413,MBD6,6.45497073407757e-05,6.473517056497586e-05,5.0823516679949846e-05,3.02672599049608e-05
10414,MBIP,4.244016191302969e-05,4.1287538549448926e-05,5.702800145834737e-05,5.695147969656176e-05
10415,MBL2,5.336786827386967e-05,7.206621198286342e-05,7.579121408856279e-05,7.533813290985572e-05
10416,MBLAC1,4.6760417916152476e-05,4.109855032386678e-05,7.354466468239524e-05,3.30959757839291e-05
10417,MBLAC2,3.6595109673510634e-05,1.2596033030093495e-05,3.455783088935907e-05,3.9696312834855135e-05
10418,MBNL1,4.3202560031227824e-05,3.857158501739922e-05,3.427260029795497e-05,3.8564826483267816e-05
10419,MBNL2,4.104243202966643e-05,3.928598407248496e-05,4.88638698685952e-05,3.215307049093967e-05
10420,MBNL3,4.256722826606271e-05,3.6422970103056884e-05,4.941635749952949e-05,4.412796771190547e-05
10421,MBOAT1,3.913643673417109e-05,3.8750548526322264e-05,4.5738693205574677e-05,4.22421571259266e-05
10422,MBOAT2,5.95941195724878e-05,6.756763369100538e-05,5.848368262610312e-05,5.874299975324168e-05
10423,MBOAT4,5.565506262846409e-05,5.008957714928373e-05,8.738064811866333e-05,6.35518167474878e-05
10424,MBOAT7,4.5998019797954335e-05,5.5595099139641916e-05,4.9325343688489025e-05,4.7711007825265315e-05
10425,MBP,4.688748426918549e-05,6.173867040795303e-05,7.274659822823938e-05,7.543242343915466e-05
10426,MBTD1,5.425733274510083e-05,5.782064639712383e-05,2.79710520308418e-05,2.5175571322817864e-05
10427,MBTPS1,4.383789179639294e-05,4.3013934067676304e-05,2.730807380498429e-06,9.429052929894331e-06
10428,MBTPS2,7.433381652431846e-05,5.8510215841732766e-05,4.57771588276687e-05,5.336843958320192e-05
10429,MC1R,5.260547015567153e-05,4.239857788900556e-05,4.842741133638174e-05,5.299127746600614e-05
10430,MC2R,5.3240801920836645e-05,6.398975768618968e-05,5.892425890690917e-05,5.940303345833428e-05
10431,MC3R,6.40414419286436e-05,7.606586641944821e-05,7.668269205877794e-05,8.457860478115216e-05
10432,MC4R,5.120774027230828e-05,4.808600422417972e-05,7.443904036170884e-05,7.514955185125783e-05
10433,MC5R,7.052182593332778e-05,6.968345933661227e-05,0.00010705662169921981,6.213745880800364e-05
10434,MCAM,3.811990590990691e-05,4.669122283136659e-05,3.309213252295914e-05,2.555273344001364e-05
10435,MCAT,4.892054591771386e-05,2.130062773354254e-05,1.043278372098015e-05,3.121016519795024e-05
10436,MCC,4.866641321164782e-05,5.261714385342877e-05,8.06570229528468e-05,7.33580317945779e-05
10437,MCCC1,3.634097696744458e-05,3.6766539375357414e-05,4.5011732789896207e-05,4.582519723928645e-05
10438,MCCC2,4.764988238738363e-05,4.071000090151058e-05,5.3089892103693875e-05,5.959161451693218e-05
10439,MCCD1,6.543917181200685e-05,7.020710739615379e-05,0.0001439990137384435,0.00010786836551799115
10440,MCEE,4.853934685861479e-05,6.994735539884548e-05,6.134906218668626e-05,5.185979111441882e-05
10441,MCEMP1,5.260547015567153e-05,4.6242473175346644e-05,7.164479651277633e-05,7.467809920476312e-05
10442,MCF2,3.659510967351063e-05,3.868947672609613e-05,5.1994191668052324e-05,5.129404793862516e-05
10443,MCF2L,3.5705645202279466e-05,4.108244304026181e-05,3.578640429430751e-05,4.403367718260653e-05
10444,MCF2L2,3.939056944023714e-05,2.9393954238872542e-05,2.4932342325127464e-05,2.272401756104534e-05
10445,MCFD2,4.155069744179852e-05,2.512615030593398e-05,2.3344899747030782e-05,2.6024186086508358e-05
10446,MCHR1,4.9682944035912e-05,4.7516014667891146e-05,3.915284193041532e-05,3.960202230555619e-05
10447,MCHR2,5.4638531804199894e-05,5.6442767810146605e-05,6.562967818375403e-05,6.996357273981595e-05
10448,MCIDAS,7.751047535014405e-05,7.701741822731846e-05,8.884921914418094e-05,9.881647470529258e-05
10449,MCL1,3.075005743399157e-05,2.957704645506309e-05,5.840698738721473e-06,7.354661285317578e-06
10450,MCM10,5.756105792395943e-05,6.18475916978353e-05,1.7334862166614015e-05,2.074391644576753e-05
10451,MCM2,3.951763579327015e-05,3.1021862063529393e-05,4.57233416169388e-06,9.429052929894331e-06
10452,MCM3,7.751047535014405e-05,8.52981039653592e-05,4.216663569931551e-05,3.196448943234178e-05
10453,MCM3AP,5.031827580107712e-05,6.155060041983102e-05,1.3295739199947337e-05,1.4992194158531986e-05
10454,MCM4,6.963236146209661e-05,6.90675216585626e-05,2.4142693168095084e-05,2.2346855443849565e-05
10455,MCM5,5.514679721633199e-05,5.6137098850776334e-05,2.9056935443993348e-05,9.806215047090104e-06
10456,MCM6,2.8971128491529246e-05,4.082340930131474e-05,8.066115812445903e-06,1.536935627572776e-05
10457,MCM7,4.155069744179852e-05,3.05042284247427e-05,4.581197964403512e-06,5.940303345833429e-06
10458,MCM8,7.433381652431846e-05,0.00010025911391367255,9.581013330710208e-05,0.00010786836551799114
10459,MCM9,4.587095344492131e-05,4.2054272970575005e-05,4.442868109358702e-05,5.553712175707762e-05
10460,MCMBP,5.79422569830585e-05,4.850844518739954e-05,7.651633758493522e-06,1.056053928148165e-05
10461,MCMDC2,3.81199059099069e-05,5.226961379442396e-05,3.915737337816438e-05,4.045063706924668e-05
10462,MCOLN1,4.8285214152548745e-05,3.9731986868785424e-05,3.4923146504228654e-05,4.214786659662766e-05
10463,MCOLN2,6.353317651651151e-05,6.939966869318103e-05,7.866438889534315e-05,7.269799808948529e-05
10464,MCOLN3,3.748457414474179e-05,4.598358800044269e-05,5.0665143040820396e-05,5.6385736520768104e-05
10465,MCPH1,5.5400929922398035e-05,3.838159831585111e-05,8.597704745461583e-05,6.741772844874448e-05
10466,MCRIP2,2.5540336959637628e-05,1.49835155392734e-05,1.8614152765450075e-05,2.11210785629633e-05
10467,MCRS1,4.5235621679756194e-05,3.2090276923354886e-05,1.0696790310541347e-05,1.7726619508201343e-05
10468,MCTP1,4.040710026450132e-05,4.408801991973965e-05,3.186282721196299e-05,2.8852901965476653e-05
10469,MCTP2,9.059830971254541e-05,8.248054152037563e-05,6.32506366181485e-05,6.458901256977617e-05
10470,MCTS1,3.53244461431804e-05,3.611166457067038e-05,3.605425328635133e-05,2.413837550052949e-05
10471,MCU,3.7738706850807836e-05,3.5778990007577635e-05,3.9647953373375113e-05,4.9031075235450525e-05
10472,MCUB,5.679865980576129e-05,4.773229463052999e-05,7.477089093581364e-05,6.977499168121806e-05
10473,MCUR1,3.634097696744459e-05,3.350409276643947e-05,2.8725764908353244e-05,2.6872800850198843e-05
10474,MDC1,4.879347956468084e-05,5.537851050107907e-05,6.231261621922292e-05,7.316945073598001e-05
10475,MDFI,5.857758874822361e-05,5.9370776229956365e-05,7.380331590436807e-05,8.627583430853314e-05
10476,MDFIC,3.316431814161901e-05,3.168025189885481e-05,4.2271742666232727e-05,4.808816994246109e-05
10477,MDFIC2,4.688748426918549e-05,5.067642800557901e-05,6.323292757953947e-05,6.374039780608568e-05
10478,MDGA1,9.174190688984262e-05,7.27753662657197e-05,0.00012767177216752002,7.90154635525145e-05
10479,MDGA2,5.9212920513388734e-05,5.8076740592819524e-05,6.298729387526491e-05,6.534333680416773e-05
10480,MDH1,6.658276898930406e-05,4.77600964060476e-05,5.64968524785499e-05,4.8088169942461095e-05
10481,MDH1B,6.251664569224732e-05,4.5046761084886264e-05,7.891037077841248e-05,7.976978778690605e-05
10482,MDH2,4.7014550622218516e-05,3.444722714088333e-05,3.2949128899748215e-05,4.261931924312238e-05
10483,MDK,5.044534215411014e-05,5.6393181227148184e-05,4.305931246277197e-05,1.7443747920304515e-05
10484,MDM1,4.676041791615247e-05,5.473630534930989e-05,4.246894842038951e-05,3.064442202215658e-05
10485,MDM2,5.438439909813386e-05,4.91865321068721e-05,5.331616695627681e-05,5.2802696407408256e-05
10486,MDM4,5.197013839050641e-05,6.399526338303152e-05,4.958762311766408e-05,5.440563540549029e-05
10487,MDN1,4.739574968131758e-05,5.46605400845828e-05,2.0246035509805405e-05,1.1220572986574255e-05
10488,MDP1,6.226251298618128e-05,6.356955897649443e-05,5.053594383454993e-05,4.714526464947166e-05
10489,MDS2,4.917467862377991e-05,4.633302251087703e-05,4.013236951864414e-05,3.762192119027838e-05
10490,ME1,4.510855532672317e-05,3.805975055538672e-05,6.228261545713804e-05,6.025164822202477e-05
10491,ME2,5.552799627543106e-05,7.310292075549067e-05,8.963797368137942e-05,8.156130784358598e-05
10492,ME3,3.240192002342087e-05,3.2170864452823836e-05,2.2349369992073545e-05,1.367212674834678e-05
10493,MEA1,5.13348066253413e-05,5.0325687321082465e-05,6.648540423209272e-05,6.119455351501422e-05
10494,MEAF6,4.447322356155805e-05,3.100872281926006e-05,1.8609703658336467e-05,3.328455684252699e-05
10495,MECOM,4.942881132984595e-05,5.856784039757895e-05,7.962632907195107e-05,7.646961926144303e-05
10496,MECP2,3.2656052729486915e-05,3.292189284368322e-05,4.1323154489684626e-05,2.5741314498611527e-05
10497,MECR,4.9682944035912e-05,5.160953654935723e-05,3.393681486452816e-05,3.4793205311310085e-05
10498,MED1,3.723044143867575e-05,4.3198344538136176e-05,2.3995758065984378e-05,2.838144931898194e-05
10499,MED10,3.9771768499336205e-05,3.501188103167943e-05,1.7087054572877658e-05,1.2352059338161574e-05
10500,MED11,5.3367868273869665e-05,3.790095169476962e-05,6.961343910987653e-06,1.1031991927976367e-05
10501,MED12,5.3240801920836645e-05,5.075809571974251e-05,1.0650901178402128e-05,7.637532873214409e-06
10502,MED12L,5.273253650870455e-05,6.828313456667032e-05,4.938893370669847e-05,3.17759083737439e-05
10503,MED13,5.895878780732268e-05,4.1563801853535686e-05,5.610762585677486e-05,5.13883384679241e-05
10504,MED13L,4.4854422620657126e-05,3.353299477339377e-05,4.800156319730153e-05,3.818766436607204e-05
